"ID","Year of first issue","Day/month of first issue","Date of last issue","Title","Place of publication","Owners/ publishers/ editors","Comments","Source","Holdings"
"t1r266",1886,"Sept.","20 June 1887, 30 issues","Mushriḥ al-Aṣdār/Machrecho Lasdar","Tunis","Yaʿqūb Shamla, Isaac Temām, Yākūb Ḥāyik","Judeo-Arabic","S",""
"t1r267",1886,"1 Feb.","","Al-Nuzha","Asyut","Jūrjī Khayyāṭ","","+, Ṭ",""
"t1r268",1886,"",1887,"Al-Qāhira","Cairo","Muḥammad Fahmī","","S",""
"t1r269",1886,"2/13 Sept.",1888,"Al-Ṣādiq","Cairo","Amīn Nāṣif","","+, Ṭ","DKQ?, AUB?"
"t1r270",1886,"1 Jan.","1913?","Al-Ṣafāʾ","Beirut, then ʿAbayh 1888, Baʿbdā 1897, ʿAbayh 18 February 1899, then Kafr Matā 1908, ʿĀliya 1909","ʿAlī Bey Āl Nāṣir al-Dīn al-Lubnānī, Jūrjī Ḥannā Gharzūzī","","Ṭ, S","BL, AUB:1888, DKQ, Harv: 1-6"
"t1r271",1886,"15 Feb.","January 1888","Al-Shifāʾ","Cairo","Dr. Shiblī Shumayyil","","+, Ṭ","DKQ, AUBonline, BnF?, BS: 1886-1888, AUC"
"t1r272",1886,"","","Al-Ṭāʾif","Cairo","Shāhīn Makāriyūs","","",""
"t1r273",1886,"","","La Vigie Israëlite","Oran","unknown","Judeo-Arabic/French","",""
"t1r274",1886,"","","L-Wahrani / L’Oranais","Oran","unknown","Judeo-Arabic","","BnF"
"t1r276",1887,"","discontinued then published again from 1889 until 1898","Al-Ādāb","Cairo","al-Shaykh ʿAlī Yūsuf","","Ṭ, S","DKQ"
"t1r277",1887,"1 Nov.","","Al-Aḥkām","Cairo","Niqūlā Tūmā","","Ṭ","DKQ"
"t1r278",1889,"1 Aug.","","Al-Azhar","Cairo","Ḥasan Pasha Rifqī and Ibrāhīm Muṣṭafā","","Ṭ, replaced al-Ṣiḥḥa al-Ṭibbiyya","DKQ"
"t1r279",1887,"","five issues","Al-Babghāʾ","Alexandria","Najīb Gharghūr","","Ṭ, S",""
"t1r280",1887,"10 June","one issue","Fāḍiḥ al-Asrār","Tunis","Société FKN/Shālūm Fallāḥ","Judeo-Arabic","S",""
"t1r281",1887,"May/June","one issue","Al-Jinān/Habārdīs/Happardis","Tunis","Sīmāḥ bin Niṭān Līfī/Simah Lévy","Judeo-Arabic","S",""
"t1r282",1887,"29/30 Oct.","1890?","Makārim al-Akhlāq","Cairo (perhaps moved to Alexandria later)","Aḥmad al-Sharīf","","+, Ṭ, Ṭ also gives it as 1 January 1888, Alexandria",""
"t1r283",1887,"24 Nov.","","Al-Mukhbir al-Miṣrī","Cairo","Dīmitrī Maskūnās","","Ṭ",""
"t1r284",1887,"8 Dec.","14 March 1888, 12 issues","Al-Mutarjim/L’Interprète","Tunis","Shalūm Fallāḥ/Scialom Flah","Judeo-Arabic","S",""
"t1r285",1887,"","","Al-Nīl","Cairo","Bishāra Taqlā","","",""
"t1r286",1887,"1 Aug.","still 1888, 1893?","Al-Ṣiḥḥa","Cairo","Dr. Ḥasan Pasha Rifqī and Ibrāhīm Bey Muṣṭafā","","+!, Ṭ","DKQ"
"t1r287",1887,"23 March","","Sūq al-ʿUkāz / Sūq-i ʿUkāz","Istanbul","Hayret Mehmed Behaddin","Arabic and Ottoman Turkish","","HTU, SK"
"t1r289",1888,"",1889,"Al-Aḥkām al-Miṣriyya","Cairo","Niqūlā Tūmā","","",""
"t1r290",1888,"22 Dec.","still in 1908","Bayrūt (al-Rasmiyya)","Beirut","","official journal (Municipal) in Ottoman Turkish and Arabic. Not to be confused with the private newspaper Bayrūt established in 1886","still mentioned by al-Bashīr in 1902 and 1908",""
"t1r291",1888,"6 June","1894, two issues 1897, reappeared 3 February 1904 -1906?","Al-Bustān/El Boustan/Le Jardin","Tunis","Masʿūd Maʿārik and J Chemla","Judeo-Arabic","S",""
"t1r292",1888,"1 Jan.","","Dalīl Bayrūt (li-ʿĀmm)","Beirut","Amīn al-Khūrī","","S, Ṭ","BnF?, AUB:1889"
"t1r293",1888,"","","Ḥadīqat al-Adab","Alexandria","Najīb Gharghūr","","Ṭ",""
"t1r294",1888,"2 Aug.",1911,"Al-Ḥāḍira","Tunis","Al-Sayyid ʿAlī Bushūsha","","Ṭ","DKW, MTQ, Aʿḥ, DKQ"
"t1r295",1888,"28 Nov.","","Al-Ḥaqāʾiq","Istanbul","Ibrāhīm Adham","","Ṭ",""
"t1r296",1888,"8/9 Sept.","ten issues","Al-Ḥurriyya/La Liberté","Tunis","Alīzār Farḥī/A society","Judeo-Arabic","S","DKWT"
"t1r297",1888,"","","Al-Jarīda al-Miṣriyya","Cairo","Jirjis Mikhāʾil Naḥḥās/Victor Philip","Ṭ, S","",""
"t1r298",1888,"July","one issue","Jurnāl Hajīn/Le Journal de la fête du grand dieul","Tunis","Sīmāḥ bin Niṭān Līfī/Simah Lévy","Judeo-Arabic","S",""
"t1r299",1888,"1 Jan.",1890,"Al-Kanīsa al-Kāthūlīkiyya/L’Eglise Catholique","Beirut","Jesuit fathers, Khalīl al-Badawī","","Ṭ","BL?"
"t1r300",1888,"","","Al-Maktaba al-Kāthūlīkiyya","Beirut","Khalīl al-Badawī","","",""
"t1r301",1888,"","","Al-Manāra","Alexandria","Najīb Gharghūr and Salīm Bishāra al-Khūrī","","Ṭ, S","DKQ, AUB"
"t1r302",1888,"","one issue","Al-Marisṭān","Tunis","Rafāʾīl Smādja/Ḥayy Strūk","Judeo-Arabic","S",""
"t1r303",1888,"","one issue","Al-Najma/L’Étoile","Tunis","Sīmāḥ bin Niṭān Līfī/Simah Lévy","Judeo-Arabic","",""
"t1r304",1888,"6 January","12 May 1888","Natāʾij al-Akhbār","Tunis","al-Sayyid Ḥusayn al-Muqaddam","","Ṭ","BL: 1889"
"t1r305",1888,"15 Oct.","still 1889","Al-Nūr al-Tawfīqī","Cairo","Dīmitrī Maskūnās","","+, Ṭ","BL"
"t1r306",1888,"","","Al-Qāhira","Cairo","Yūsuf Ḥammām Āṣāf","","S",""
"t1r307",1888,"","","Al-Qaṣbāʾ","Tunis","Jākīnū Dūzāyiq","Arabic and French","",""
"t1r308",1888,"1 March",1890,"Al-Rāwī","Alexandria","Khalīl Zaynīh","","Ṭ, S","DKQ?, BnF?, BONN: online, 1889-1890"
"t1r309",1888,"","","Al-Riwāyāt al-Aṣriyya","Beirut","Nakhla Qalfāṭ","","S",""
"t1r310",1888,"7 Sept.","","Al-Riyāḍ al-Miṣriyya/Al-Riyāḍ al-Sūriyya","Cairo","ʿAbd al-Raḥmān al-Ḥūt and Muḥammad Ḥasan Sulṭānī al-Makhzūmī","","+, Ṭ","Harv: n. 1, DKQ?, BnF?, AUB?"
"t1r311",1888,"1 Aug.","short-lived","Al-Shuhra / La renommé","Cairo/Angers (France)","Manṣūr Jāmātī and André Būrdīnī","","Ṭ, S","DKQ?, AUB?, SBB?"
"t1r313",1889,"28 Aug.","","Al-Ādāb(continued?)","Cairo","Al-Shaykh ʿAlī Yūsuf","","Ṭ",""
"t1r314",1889,"","","Dalīl al-Barīd al-Miṣrī","Cairo","Maṣlaḥat al-Barīd","yearly,","","DKQ?"
"t1r315",1889,"","1932, yearly","Dalīl al-Mufīd fi Ashghāl al-Barīd","Cairo","Maṣlaḥat al-Barīd al-Miṣriyya","","",""
"t1r316","c1889","","two years","Dīk al-Sharq","Nicosia, Cyprus","Aliksān Sarrāfyān","","Ṭ",""
"t1r317",1889,"1 March","reappeared 1 April 1921","Al-Fawāʾid","Beirut","Al-Rūm al-Kāthūlīk/ Khalīl al-Badawī","","","BnF?"
"t1r318",1889,"2 Nov.","","Fawākih al-Arwāḥ","Cairo","Yūsuf Ḥabīb and Niqūlā Zakkā","","Ṭ",""
"t1r319",1889,"","","Al-Firdaws","Cairo","unknown","not identical with the ladies’ journal under the same title?","",""
"t1r320",1889,"24 Oct.","one issue","Ḥanaṣnīm","Tunis","Sīmāḥ bin Niṭān Līfī/ Simah b. Nathan ha-Lévy","Judeo-Arabic","",""
"t1r321",1889,"","still 1890","Al-ḤaqāʾiqThe Arabic Quarterly Review","Woking","?","Arabic and English","","BL?"
